name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
name,country,region,latitude,longitude,timezone,saved,id
Sali Kecil,Indonesia,North Maluku,-0.4104612,127.6807294,Asia/Jayapura,true,3099
L'Aquila,Italy,Abruzzo,42.1368853,13.610341022538911,Europe/Rome,true,3100
Ao Kiu Na Nai,Thailand,Rayong Province,12.5316444,101.4446117,Asia/Bangkok,true,3101
Niederalteich,Germany,Bavaria,48.7655635,13.0254067,Europe/Berlin,true,3102
Halbendorf - Brězowka,Germany,Saxony,51.5454785,14.5782279,Europe/Berlin,true,3103
Ammerland,Germany,Bavaria,47.9023747,11.3372191,Europe/Berlin,true,3104
Kosobudz,Poland,Lubusz Voivodeship,52.2318133,15.2481034,Europe/Warsaw,true,3105
San Pedro Town,Belize,Belize District,17.9204087,-87.9621768,America/Cancun,true,3106
Nienhagen,Germany,Mecklenburg-Vorpommern,54.159117,11.955593,Europe/Berlin,true,3107
Groß-Felda,Germany,Hesse,50.6508707,9.1716372,Europe/Berlin,true,3108
Piaseczno,Poland,Kuyavian-Pomeranian Voivodeship,53.4660899,17.5241448,Europe/Warsaw,true,3109
Ingenbohl,Switzerland,Schwyz,47.0007581,8.6150227,Europe/Zurich,true,3110
Senftenberg - Zły Komorow,Germany,Brandenburg,51.5191742,14.0046541,Europe/Berlin,true,3111
Staßfurt,Germany,Saxony-Anhalt,51.8514515,11.5929455,Europe/Berlin,true,3112
Flensburg,Germany,Schleswig-Holstein,54.7833021,9.4333264,Europe/Copenhagen,true,3113
Lubikówko,Poland,Lubusz Voivodeship,52.5373261,15.6785656,Europe/Warsaw,true,3114
Drebkau,Germany,Brandenburg,51.6577353,14.2204983,Europe/Berlin,true,3115
Brockville,Canada,Ontario,44.5895925,-75.6843332,America/New_York,true,3116
,Indonesia,North Maluku,0.6301215,127.9720219,Asia/Jayapura,false
Dryos,Greece,Aegean,37.0047126,25.2235851,Europe/Athens,true,3117
,Poland,Lubusz Voivodeship,52.1001754,15.3605075,Europe/Warsaw,false
Oslob,Philippines,Cebu,9.5204466,123.4335205,Asia/Manila,true,3118
Scharbeutz,Germany,Schleswig-Holstein,54.026634,10.7559481,Europe/Berlin,true,3119
,Kenya,Tana River County,-1.53651195,39.550837405312166,Africa/Nairobi,false
Ampasimena,Madagascar,Diana Region,-13.3120635,48.1627762,Indian/Antananarivo,true,3120
Edwardsburgh/Cardinal,Canada,Ontario,44.8312292,-75.49699401204806,America/New_York,true,3121
Łagów,Poland,Lubusz Voivodeship,52.3331186,15.2969511,Europe/Warsaw,true,3122
Oberhofen am Thunersee,Switzerland,Bern,46.7313738,7.6687101,Europe/Zurich,true,3123
Rerik,Germany,Mecklenburg-Vorpommern,54.1067652,11.6171165,Europe/Berlin,true,3124
Jardim,Brazil,Mato Grosso do Sul,-21.479941,-56.148902,America/Campo_Grande,true,3125
Padangbai,Indonesia,Bali,-8.5308443,115.5074731,Asia/Makassar,true,3126
Municipal Unit of Afetes,Greece,Thessaly and Central Greece,39.3119035,23.230160164617693,Europe/Athens,true,3127
,Germany,Saxony,50.9295798,13.4585052,Europe/Berlin,false
José del Mar,Panama,Colón,9.602699,-79.6334231,America/Panama,true,3128
دهستان اهلمرستاق شمالی,Iran,Mazandaran Province,36.7271952,52.19977338538121,Asia/Tehran,true,3129
,Senegal,Tambacounda Region,14.4750607,-14.4529612,Africa/Dakar,false
Alet,France,Occitania,42.9967236,2.255835,Europe/Paris,true,3130
Écaussinnes-Lalaing,Belgium,Hainaut,50.5702239,4.1797102,Europe/Brussels,true,3131
Okinawa,Japan,905-8540,26.5707754,128.0255901,Asia/Tokyo,true,3132
Breitenwang,Austria,Bezirk Reutte,47.4886608,10.7277219,Europe/Berlin,true,3133
Safaja,Egypt,Red Sea,26.7633325,33.9383817,Africa/Cairo,true,3134
Jikolamo,Indonesia,North Maluku,2.1872562,127.7385547,Asia/Jayapura,true,3135
Dakar,Senegal,Dakar Region,14.693425,-17.447938,Africa/Dakar,true,3136
Feldkirchen an der Donau,Austria,Bezirk Urfahr-Umgebung,48.3448903,14.0534296,Europe/Vienna,true,3137
Timmendorfer Strand,Germany,Schleswig-Holstein,53.991800049999995,10.777937274650432,Europe/Berlin,true,3138
Daruba,Indonesia,North Maluku,2.051459,128.2924851,Asia/Jayapura,true,3139
,United States,Michigan,43.6211955,-84.6824346,America/Detroit,false
Sauzin,Germany,Mecklenburg-Vorpommern,54.0353128,13.785178,Europe/Berlin,true,3140
Torquay,United Kingdom,England,50.4652392,-3.5211361,Europe/London,true,3141
Manare,Venezuela,Sucre State,10.393262,-64.3622809,America/Caracas,true,3142
Gräfenhainichen,Germany,Saxony-Anhalt,51.7309112,12.4588675,Europe/Berlin,true,3143
Sønderborg,Denmark,Region of Southern Denmark,54.9124564,9.7787325,Europe/Copenhagen,true,3144
Trinidad,Cuba,Sancti Spiritus,21.8052055,-79.9845797,America/Havana,true,3145
Cuxhaven,Germany,Lower Saxony,53.58724195,8.88407915140169,Europe/Berlin,true,3146
Neubrandenburg,Germany,Mecklenburg-Vorpommern,53.5574458,13.2602781,Europe/Berlin,true,3147
Panker,Germany,Schleswig-Holstein,54.34241005,10.555782162684558,Europe/Berlin,true,3148
Novi Vinodolski,Croatia,Primorje-Gorski Kotar County,45.128264,14.7888328,Europe/Zagreb,true,3149
Jersleben,Germany,Saxony-Anhalt,52.2432751,11.5795346,Europe/Berlin,true,3150
Neu-Ulm,Germany,Bavaria,48.3954965,10.00589,Europe/Berlin,true,3151
Gilimanuk,Indonesia,Bali,-8.1707675,114.4361568,Asia/Makassar,true,3152
Brieselang,Germany,Brandenburg,52.588357,12.9958846,Europe/Berlin,true,3153
Hilpoltstein,Germany,Bavaria,49.188964,11.1892243,Europe/Berlin,true,3154
Mandehoved,Denmark,Region Zealand,55.328643,12.4484892,Europe/Copenhagen,true,3155
Trzebinia,Poland,Lesser Poland Voivodeship,50.1597686,19.4709097,Europe/Warsaw,true,3156
Nice,France,Provence-Alpes-Côte d'Azur,43.7009358,7.2683912,Europe/Paris,true,3157
Mammern,Switzerland,Thurgau,47.6461848,8.9157018,Europe/Zurich,true,3158
Urawatte,Sri Lanka,Southern Province,6.2249305,80.055321,Asia/Colombo,true,3159
Hikkaduwa,Sri Lanka,Southern Province,6.140753,80.1028181,Asia/Colombo,true,3160
Sarnia No. 221,Canada,Saskatchewan,50.9579925,-105.29191568499098,America/Regina,true,3161
Sassnitz,Germany,Mecklenburg-Vorpommern,54.516728,13.644119,Europe/Berlin,true,3162
,Germany,Mecklenburg-Vorpommern,53.7735064,12.5755471,Europe/Berlin,false
Beaver Lake,Canada,Alberta,54.759722,-111.9125,America/Edmonton,true,3163
Nossentiner Hütte,Germany,Mecklenburg-Vorpommern,53.5324174,12.4242076,Europe/Berlin,true,3164
Kölpinsee,Germany,Mecklenburg-Vorpommern,53.501237149999994,12.57249373960242,Europe/Berlin,true,3165
Lizardo,Venezuela,Falcon State,10.8567286,-68.2456694,America/Caracas,true,3166
Tanjung Pude,Indonesia,Central Sulawesi,-0.4020363,121.8814636,Asia/Makassar,true,3167
Morrocoy,Venezuela,Falcon State,10.8585199,-68.275045,America/Caracas,true,3168
Playa Larga,Cuba,Matanzas,22.284957,-81.2042391,America/Havana,true,3169
Albersdorf,Germany,Schleswig-Holstein,54.1458092,9.285792,Europe/Berlin,true,3170
Redewisch,Germany,Mecklenburg-Vorpommern,53.9947657,11.1843181,Europe/Berlin,true,3171
,Russia,Republic of Crimea,45.1813706,34.7915067,Europe/Simferopol,false
Municipality of Jasper,Canada,Alberta,52.8752336,-118.0824291,America/Edmonton,true,3172
Kamp-Lintfort,Germany,North Rhine-Westphalia,51.5017981,6.547923,Europe/Berlin,true,3173
Beckum,Germany,North Rhine-Westphalia,51.7555148,8.041135,Europe/Berlin,true,3174
Peenemünde,Germany,Mecklenburg-Vorpommern,54.1355894,13.7730504,Europe/Berlin,true,3175
Graben-Neudorf,Germany,Baden-Württemberg,49.1640231,8.4930463,Europe/Berlin,true,3176
Hinte,Germany,Lower Saxony,53.4130866,7.1890964,Europe/Berlin,true,3177
Montauk,United States,New York,41.0347223,-71.9442623,America/New_York,true,3178
Wunstorf,Germany,Lower Saxony,52.4257979,9.4294425,Europe/Berlin,true,3179
Trent Hills,Canada,Ontario,44.2921994,-77.82218148636545,America/Toronto,true,3180
Innerkip,Canada,Ontario,43.210261,-80.6966863,America/Toronto,true,3181
Killarney,Canada,Ontario,46.1020936,-81.41292673215838,America/Toronto,true,3182
Juan de Fuca Electoral Area,Canada,British Columbia,48.473763,-124.12447829695175,America/Vancouver,true,3183
Wilhelmshaven,Germany,Lower Saxony,53.5278793,8.106301,Europe/Berlin,true,3184
Sarstedt,Germany,Lower Saxony,52.2340379,9.8534254,Europe/Berlin,true,3185
Cornwall,Canada,Ontario,45.0184417,-74.728703,America/New_York,true,3186
,Dominican Republic,Puerto Plata,19.7893977,-70.6940515,America/Santo_Domingo,false
Gschwand,Austria,Salzburg,47.7375718,13.4019768,Europe/Vienna,true,3187
Hansweert,Netherlands,Zeeland,51.4490517,4.0037349,Europe/Amsterdam,true,3188
Malesowizna,Poland,Podlaskie Voivodeship,54.2127631,22.8014222,Europe/Warsaw,true,3189
Oberterzen,Switzerland,St. Gallen,47.1023459,9.2559061,Europe/Zurich,true,3190
Unorganized Thunder Bay District,Canada,Ontario,49.3068222,-89.55741127010594,America/Toronto,true,3191
Fladderlohausen,Germany,Lower Saxony,52.5749226,8.0956236,Europe/Berlin,true,3192
Łódź,Poland,Łódzkie Voivodship,51.7687323,19.4569911,Europe/Warsaw,true,3193
,Dominican Republic,Santo Domingo,18.4801972,-69.942111,America/Santo_Domingo,false
Bodden Town,Cayman Islands,KY1-1105,19.2748256,-81.2539814,America/Cayman,true,3194
Sehnde,Germany,Lower Saxony,52.3144002,9.9647193,Europe/Berlin,true,3195
Desselbrunn,Austria,Bezirk Vöcklabruck,48.0220048,13.7722804,Europe/Vienna,true,3196
Area C (Blind Bay/Sorrento),Canada,British Columbia,50.8574344,-119.28812813496337,America/Vancouver,true,3197
Anse Boudin,Seychelles,Praslin group,-4.2989646,55.7091652,Indian/Mahe,true,3198
Općina Pakoštane,Croatia,Zadar County,43.9082721,15.5060948,Europe/Zagreb,true,3199
Puerto Borburata,Venezuela,Carabobo State,10.4864668,-67.9811937,America/Caracas,true,3200
Ratekau,Germany,Schleswig-Holstein,53.9523876,10.7301577,Europe/Berlin,true,3201
Salzhemmendorf,Germany,Lower Saxony,52.0681341,9.5878533,Europe/Berlin,true,3202
Longlac,Canada,Ontario,49.7781907,-86.5393957,America/Toronto,true,3203
Stara Baska,Croatia,Primorje-Gorski Kotar County,44.970986749999994,14.668363322248577,Europe/Zagreb,true,3204
Kempfenhausen,Germany,Bavaria,47.9862856,11.3630758,Europe/Berlin,true,3205
Rettenbach,Germany,Bavaria,49.0695558,12.4556042,Europe/Berlin,true,3206
Trinity,,,49.234492,-2.0929268,Europe/Guernsey,false
Shoal Bay,Australia,New South Wales,-32.7244066,152.1748558,Australia/Sydney,true,3207
,Kenya,Mombasa County,-4.03863355,39.64854757888357,Africa/Nairobi,false
Roseau,Dominica,Saint George Parish,15.4240429,-61.34185329351388,America/Dominica,true,3208
Lüneburg,Germany,Lower Saxony,53.248706,10.407855,Europe/Berlin,true,3209
Quinten,Switzerland,St. Gallen,47.1300249,9.2162248,Europe/Zurich,true,3210
Jackson Township,United States,Pennsylvania,39.9068125,-76.87368173403225,America/New_York,true,3211
Harz (LK Goslar),Germany,Lower Saxony,51.8035381,10.501129336370267,Europe/Berlin,true,3212
Central Abaco,,,26.52551055,-77.28381175814397,America/Nassau,false
Zújar,Spain,Andalusia,37.5414741,-2.8416795,Europe/Madrid,true,3213
Swan Bay,Australia,Victoria,-38.2267772,144.6512003,Australia/Melbourne,true,3214
Stüde,Germany,Lower Saxony,52.5539183,10.6803175,Europe/Berlin,true,3215
Brühl,Germany,North Rhine-Westphalia,50.8291313,6.9037057,Europe/Berlin,true,3216
Lanke,Germany,Brandenburg,52.7604503,13.5636783,Europe/Berlin,true,3217
Gotthun,Germany,Mecklenburg-Vorpommern,53.4160883,12.5918371,Europe/Berlin,true,3218
St Leonards,Australia,Victoria,-38.1707592,144.7182761,Australia/Melbourne,true,3219
Yanceyville,United States,North Carolina,36.4040273,-79.3361314,America/New_York,true,3220
Procida,Italy,Campania,40.7649991,14.0239063,Europe/Rome,true,3221
Piazzogna,Switzerland,Ticino,46.1346313,8.8204065,Europe/Rome,true,3222
Nacka,Sweden,Stockholm County,59.3120997,18.2073591,Europe/Stockholm,true,3223
Ruidera,Spain,Castile-La Mancha,38.9773853,-2.8837081,Europe/Madrid,true,3224
Attendorn,Germany,North Rhine-Westphalia,51.1250541,7.9010992,Europe/Berlin,true,3225
Wemeldinge,Netherlands,Zeeland,51.5183828,3.9951424,Europe/Amsterdam,true,3226
Santa Barbara,United States,California,34.4221319,-119.702667,America/Los_Angeles,true,3227
Klein-Welzheim,Germany,Hesse,50.0404856,9.0068304,Europe/Berlin,true,3228
St. Marys,United States,Georgia,30.7305142,-81.5464928,America/New_York,true,3229
Northeim,Germany,Lower Saxony,51.76438235,9.858328873964005,Europe/Berlin,true,3230
,Palau,Aimeliik,7.56514975,134.14696654837343,,false
Rhede (Ems),Germany,Lower Saxony,53.0583171,7.2734909,Europe/Amsterdam,true,3231
Garbsen,Germany,Lower Saxony,52.4276606,9.6005102,Europe/Berlin,true,3232
Riva del Garda,Italy,Trentino-Alto Adige/Südtirol,45.8847708,10.8396942,Europe/Rome,true,3233
الطوية,Oman,Musandam Governorate,25.6723261,56.2647217,Asia/Muscat,true,3234
Haynes,United States,Florida,30.8687182,-84.9576553,America/Chicago,true,3235
,Palau,Ngatpang,7.6117591000000004,134.17997318384766,,false
Thomsdorf,Germany,Brandenburg,53.282332,13.4622429,Europe/Berlin,true,3236
Malchow,Germany,Mecklenburg-Vorpommern,53.4775641,12.4245172,Europe/Berlin,true,3237
Area O (Lower North Thompson),Canada,British Columbia,51.29968045,-119.6832208799033,America/Vancouver,true,3238
Miltitz - Miłoćicy,Germany,Saxony,51.2474725,14.1812842,Europe/Berlin,true,3239
Holzminden,Germany,Lower Saxony,51.8989989,9.5741099,Europe/Berlin,true,3240
Brouwershaven,Netherlands,Zeeland,51.7256011,3.9125451,Europe/Amsterdam,true,3241
Val Mara,Switzerland,Ticino,45.92752185,8.99670026662222,Europe/Rome,true,3242
Diepoldsau,Switzerland,St. Gallen,47.3859513,9.6556042,Europe/Zurich,true,3243
Krugsdorf,Germany,Mecklenburg-Vorpommern,53.5249143,14.0845642,Europe/Warsaw,true,3244
Kampung Rhu Muda,Malaysia,Terengganu,5.1881291,103.2215851,Asia/Kuala_Lumpur,true,3245
Mariazell,Austria,Styria,47.7717395,15.3174781,Europe/Vienna,true,3246
Port Richey,United States,Florida,28.2716755,-82.7195451,America/New_York,true,3247
,Palau,Airai,7.1407249,134.64138919128055,,false
Waldeck,Germany,Hesse,51.2425113,9.0381211,Europe/Berlin,true,3248
Kosewo,Poland,Warmian-Masurian Voivodeship,53.82858,21.38942,Europe/Warsaw,true,3249
Zonnemaire,Netherlands,Zeeland,51.7129045,3.9517495,Europe/Amsterdam,true,3250
Oegstgeest,Netherlands,South Holland,52.185433,4.4738856,Europe/Amsterdam,true,3251
Goldau,Switzerland,Schwyz,47.051219,8.5507758,Europe/Zurich,true,3252
Olszyna,Poland,Silesian Voivodeship,49.7625,18.7080556,Europe/Warsaw,true,3253
Østerby,Denmark,North Denmark Region,57.7261697,10.6010381,Europe/Copenhagen,true,3254
Mühlenbecker Land,Germany,Brandenburg,52.6841309,13.375854377162955,Europe/Berlin,true,3255
Anse des Genets,Seychelles,Pointe La Rue,-4.6735851,55.5114647,Indian/Mahe,true,3256
Ostermade,Germany,Schleswig-Holstein,54.324323,11.0679871,Europe/Berlin,true,3257
Tierra Del Sol,,,12.604091,-70.0421896,America/Aruba,false
Großmehring,Germany,Bavaria,48.7664732,11.5333568,Europe/Berlin,true,3258
Municipla unit of Milies,Greece,Thessaly and Central Greece,39.3347172,23.128435570630042,Europe/Athens,true,3259
Huntsville,United States,Alabama,34.729847,-86.5859011,America/Chicago,true,3260
Wabasso Beach,United States,Florida,27.7577335,-80.39849551756008,America/New_York,true,3261
Niederalm,Austria,Salzburg,47.7294373,13.0608987,Europe/Vienna,true,3262
,Cuba,Cienfuegos,22.1459864,-80.4530775,America/Havana,false
Innertkirchen,Switzerland,Bern,46.686639,8.237649291825363,Europe/Zurich,true,3263
,Canada,Alberta,55.001251,-115.002136,America/Edmonton,false
Area A (Kyuquot/Nootka/Sayward),Canada,British Columbia,49.991308599999996,-126.08359058100224,America/Vancouver,true,3264
Massa Martana,Italy,Umbria,42.773137,12.524966,Europe/Rome,true,3265
Penticton,Canada,British Columbia,49.5003268,-119.593249,America/Vancouver,true,3266
Victoria,Canada,British Columbia,48.4283182,-123.3649533,America/Vancouver,true,3267
Waterton Park,Canada,Alberta,49.0509175,-113.9070204,America/Edmonton,true,3268
Neuried,Germany,Baden-Württemberg,48.4670593,7.8183387,Europe/Paris,true,3269
Neuruppin,Germany,Brandenburg,52.9243859,12.8092919,Europe/Berlin,true,3270
Cape Canaveral,United States,Florida,28.4513556,-80.5283059,America/New_York,true,3271
Falshöft,Germany,Schleswig-Holstein,54.7715183,9.9560159,Europe/Copenhagen,true,3272
Drolshagen,Germany,North Rhine-Westphalia,51.0239917,7.7740693,Europe/Berlin,true,3273
,Hungary,Central Hungary,47.50790635,19.24154995847359,Europe/Budapest,false
Eel River Crossing,Canada,New Brunswick,48.0157915,-66.4218163,America/Moncton,true,3274
Haren (Ems),Germany,Lower Saxony,52.7905619,7.2400267,Europe/Amsterdam,true,3275
Immenstaad am Bodensee,Germany,Baden-Württemberg,47.6658914,9.3676364,Europe/Zurich,true,3276
,Thailand,Trat Province,12.2593544,102.4268871,Asia/Bangkok,false
Port Sanilac,United States,Michigan,43.430858,-82.542424,America/Detroit,true,3277
Sils im Engadin/Segl,Switzerland,Grisons,46.4305069,9.7631108,Europe/Zurich,true,3278
,Germany,Saxony-Anhalt,52.0089065,11.7003344,Europe/Berlin,false
Ukunda ward,Kenya,Kwale,-4.31221455,39.555530281033185,Africa/Nairobi,true,3279
Lengerich,Germany,North Rhine-Westphalia,52.1887731,7.8508691,Europe/Berlin,true,3280
Xcanchacán,Mexico,Yucatán,20.6252459,-89.5020078,America/Merida,true,3281
Gornja Krušica,Croatia,Općina Šolta,43.3569613,16.3634227,Europe/Zagreb,true,3282
Gremersdorf,Germany,Schleswig-Holstein,54.3325847,10.932245,Europe/Berlin,true,3283
Flurlingen,Switzerland,Zurich,47.6860764,8.6272354,Europe/Zurich,true,3284
Puerto Plata,Dominican Republic,Puerto Plata,19.7893977,-70.6940515,America/Santo_Domingo,true,3285
Murg,Switzerland,St. Gallen,47.1137278,9.2150535,Europe/Zurich,true,3286
Larkollen,Norway,Viken,59.330383,10.6702747,Europe/Oslo,true,3287
Osterwieck,Germany,Saxony-Anhalt,51.9689672,10.7135463,Europe/Berlin,true,3288
Midvaal Local Municipality,South Africa,Gauteng,-26.629495,28.08942685185185,Africa/Johannesburg,true,3289
Betlis,Switzerland,St. Gallen,47.135207,9.1464708,Europe/Zurich,true,3290
Aleksandrowo,Poland,Kuyavian-Pomeranian Voivodeship,52.6747594,18.8716275,Europe/Warsaw,true,3291
Glarus Nord,Switzerland,Glarus,47.1066686,9.079663491860467,Europe/Zurich,true,3292
Dielsdorf,Switzerland,Zurich,47.4810371,8.4543245,Europe/Zurich,true,3293
Neu-Isenburg,Germany,Hesse,50.0464196,8.6717748,Europe/Berlin,true,3294
Heringhausen,Germany,Hesse,51.36569955,8.72237498156625,Europe/Berlin,true,3295
Aufkirchen,Germany,Bavaria,49.0508009,10.5015016,Europe/Berlin,true,3296
Klempau,Germany,Schleswig-Holstein,53.7631877,10.6595591,Europe/Berlin,true,3297
Kunnersdorf,Germany,Saxony,50.8070348,13.0704464,Europe/Berlin,true,3298
Stare Drawsko,Poland,West Pomeranian Voivodeship,53.6035686,16.1940299,Europe/Warsaw,true,3299
Liblar,Germany,North Rhine-Westphalia,50.812275,6.8173895,Europe/Berlin,true,3300
Kragesand,Denmark,Region of Southern Denmark,54.8391143,9.7297792,Europe/Copenhagen,true,3301
Wildschütz,Germany,Saxony,50.8498191,14.7469801,Europe/Berlin,true,3302
San Nicolaas,,,12.4361328,-69.9094505,America/Aruba,false
,Germany,Brandenburg,52.8455492,13.2461296,Europe/Berlin,false
Wdzydze,Poland,Pomeranian Voivodeship,54.0124863,17.9353739,Europe/Warsaw,true,3303
Remagen,Germany,Rhineland-Palatinate,50.5792112,7.2286788,Europe/Berlin,true,3304
Area K (The Arrow Lakes),Canada,British Columbia,50.192407,-117.94851308317385,America/Vancouver,true,3305
Oberhausen,Germany,North Rhine-Westphalia,51.4696137,6.8514435,Europe/Berlin,true,3306
Meschede,Germany,North Rhine-Westphalia,51.3436532,8.2859257,Europe/Berlin,true,3307
Villa Sabine,United States,Florida,30.3318667,-87.1591349,America/Chicago,true,3308
Winterberg,Germany,North Rhine-Westphalia,51.1930723,8.5338466,Europe/Berlin,true,3309
Monheim am Rhein,Germany,North Rhine-Westphalia,51.0908881,6.8832264,Europe/Berlin,true,3310
Brilon,Germany,North Rhine-Westphalia,51.3955721,8.5677743,Europe/Berlin,true,3311
Eich,Germany,Rhineland-Palatinate,49.7492025,8.4022436,Europe/Berlin,true,3312
Nohfelden,Germany,Saarland,49.5870808,7.1430408,Europe/Berlin,true,3313
Plauen,Germany,Saxony,50.4950632,12.1346523,Europe/Berlin,true,3314
Montevideo,Uruguay,Montevideo,-34.9058916,-56.1913095,America/Montevideo,true,3315
Quitzdorf am See - Kwětanecy,Germany,Saxony,51.2994062,14.732771668032623,Europe/Berlin,true,3316
Kemberg,Germany,Saxony-Anhalt,51.7735933,12.6358905,Europe/Berlin,true,3317
Saint Albans,United States,Vermont,44.8107911,-73.0833607,America/New_York,true,3318
Schkopau,Germany,Saxony-Anhalt,51.3902906,11.9854347,Europe/Berlin,true,3319
,France,French Southern and Antarctic Lands,-49.237441950000004,69.62275903679347,Indian/Kerguelen,false
Barkelsby,Germany,Schleswig-Holstein,54.5008179,9.8400907,Europe/Berlin,true,3320
Mysłaki,Poland,Warmian-Masurian Voivodeship,53.9828468,20.1146366,Europe/Warsaw,true,3321
Tecoh,Mexico,Yucatán,20.665671099999997,-89.44044463156497,America/Merida,true,3322
Kandersteg,Switzerland,Bern,46.4975866,7.6756638,Europe/Zurich,true,3323
Santa Cruz del Norte,Cuba,Mayabeque,23.1534283,-81.9225504,America/Havana,true,3324
Area B (DeCourcy/Gabriola/Mudge),Canada,British Columbia,49.17619515,-123.68167353580148,America/Vancouver,true,3325
Nanaimo,Canada,British Columbia,49.163877,-123.938122,America/Vancouver,true,3326
Brseč,Croatia,Primorje-Gorski Kotar County,45.1788571,14.2350214,Europe/Zagreb,true,3327
Area A (Egmont/Pender Harbour),Canada,British Columbia,49.95898915,-123.82793322359828,America/Vancouver,true,3328
Naunhof,Germany,Saxony,51.2779508,12.5882898,Europe/Berlin,true,3329
Prieros,Germany,Brandenburg,52.2236389,13.7664953,Europe/Berlin,true,3330
Gqeberha,South Africa,Eastern Cape,-33.9618359,25.6186512,Africa/Johannesburg,true,3331
Johnsons Point,Antigua and Barbuda,Antigua,17.0273459,-61.8862972,America/Antigua,true,3332
Hibiscus Coast Local Municipality,South Africa,KwaZulu-Natal,-30.8101837,30.330827532155972,Africa/Johannesburg,true,3333
Beirut,Lebanon,Beirut Governorate,33.88922645,35.50255852895232,Asia/Beirut,true,3334
Savudrija - Salvore,Croatia,Istria County,45.5010207,13.5046423,Europe/Zagreb,true,3335
Haad Khlong Chao,Thailand,Trat Province,11.6356434,102.5465047,Asia/Bangkok,true,3336
Selwyn,Canada,Ontario,44.4262349,-78.36947993124312,America/Toronto,true,3337
Staffort,Germany,Baden-Württemberg,49.08893665,8.510500770716714,Europe/Berlin,true,3338
Kossau,Germany,Schleswig-Holstein,54.1985094,10.4491761,Europe/Berlin,true,3339
Wittenweier,Germany,Baden-Württemberg,48.3288204,7.7572192,Europe/Paris,true,3340
Los Silos,Spain,Canary Islands,28.3658242,-16.8167118,Atlantic/Canary,true,3341
Sande,Germany,Lower Saxony,53.5027182,8.0144916,Europe/Berlin,true,3342
Unorganized North Cochrane,Canada,Ontario,50.297862699999996,-83.03267168314164,America/Toronto,true,3343
Polanowo,Poland,Greater Poland Voivodeship,53.1415259,17.2558598,Europe/Warsaw,true,3344
Netarts,United States,Oregon,45.4351859,-123.9459786,America/Los_Angeles,true,3345
La Neuveville,Switzerland,Bern,47.0637688,7.0927997,Europe/Zurich,true,3346
Landsberg,Germany,Saxony-Anhalt,51.5253758,12.1624395,Europe/Berlin,true,3347
Sines,Portugal,Setúbal,37.956549,-8.8689639,Europe/Lisbon,true,3348
Emmen,Switzerland,Lucerne,47.0752429,8.2839456,Europe/Zurich,true,3349
Northeastern Manitoulin and the Islands,Canada,Ontario,45.9810237,-81.9266062,America/Toronto,true,3350
Карьероуправления,Russia,Moscow Oblast,55.514976649999994,35.38357268188538,Europe/Moscow,true,3351
Niesulice,Poland,Lubusz Voivodeship,52.21313,15.40069,Europe/Warsaw,true,3352
Feilitzsch,Germany,Bavaria,50.3623248,11.9372007,Europe/Berlin,true,3353
Pongwe Kikoneni ward,Kenya,Kwale,-4.5256749,39.32321008919877,Africa/Nairobi,true,3354
Alt-Jocketa,Germany,Saxony,50.5574548,12.1840479,Europe/Berlin,true,3355
Cuevas del Almanzora,Spain,Andalusia,37.2961366,-1.8807223,Europe/Madrid,true,3356
Renkenberge,Germany,Lower Saxony,52.9070911,7.3770512,Europe/Amsterdam,true,3357
Barleben,Germany,Saxony-Anhalt,52.2007378,11.6203578,Europe/Berlin,true,3358
Greater Sudbury,Canada,Ontario,46.49272,-80.991211,America/Toronto,true,3359
Kościerzyna-Wybudowanie,Poland,Pomeranian Voivodeship,54.1472977,17.9760244,Europe/Warsaw,true,3360
Finale Ligure,Italy,Liguria,44.1689049,8.3436524,Europe/Rome,true,3361
Kronsgaard,Germany,Schleswig-Holstein,54.7354908,9.9658761,Europe/Copenhagen,true,3362
Clark Township,United States,Michigan,45.9983836,-84.3630297,America/Detroit,true,3363
Kerken,Germany,North Rhine-Westphalia,51.4533998,6.3908707,Europe/Berlin,true,3364
Ditzum,Germany,Lower Saxony,53.3157255,7.2795801,Europe/Berlin,true,3365
Sugar Land,United States,Texas,29.6196787,-95.6349463,America/Chicago,true,3366
Przywidz,Poland,Pomeranian Voivodeship,54.1968155,18.3236359,Europe/Warsaw,true,3367
Schnellmark,Germany,Schleswig-Holstein,54.4440126,9.9131947,Europe/Berlin,true,3368
Waabs,Germany,Schleswig-Holstein,54.5332352,9.9880722,Europe/Berlin,true,3369
North Cowichan,Canada,British Columbia,48.8247302,-123.7191813,America/Vancouver,true,3370
Vitt,Germany,Mecklenburg-Vorpommern,54.6660466,13.4308487,Europe/Berlin,true,3371
Polańczyk,Poland,Subcarpathian Voivodeship,49.3720864,22.4298087,Europe/Warsaw,true,3372
Groß Pankow (Prignitz),Germany,Brandenburg,53.118342,12.0506759,Europe/Berlin,true,3373
Woltersdorf,Germany,Brandenburg,52.4501153,13.7552036,Europe/Berlin,true,3374
Weinheim,Germany,Baden-Württemberg,49.5462349,8.6717458,Europe/Berlin,true,3375
Laakirchen,Austria,Bezirk Gmunden,47.9825598,13.8225156,Europe/Vienna,true,3376
