ID,city,region,country,country_code,latitude,longitude
2643,Spalt,Bavaria,Germany,de,49.1753302,10.9254208
2644,Općina Baška,,Croatia,hr,44.9709329,14.7508013
2645,Rivière-Pilote,Martinique,France,fr,14.4869512,-60.9032777
2646,Sandhamn,,Sweden,se,59.2878469,18.917834
2647,Lases,Trentino-Alto Adige/Südtirol,Italy,it,46.144206,11.21958
2648,Amagi,,Japan,jp,27.818004,128.90815
2649,Ilmarang,Moluccas,Indonesia,id,-7.7374707,129.9959111
2650,Welora,Moluccas,Indonesia,id,-7.7168099,129.9946571
2651,Prešov,Region of Prešov,Slovakia,sk,49.0000074,21.2392122
2652,,,Israel,il,30.8124247,34.8594762
2653,Tiuccia,Corsica,France,fr,42.0665463,8.7386496
2654,Marmaro,"Peloponnese, Western Greece and the Ionian",Greece,gr,39.6431598,19.7630749
2655,Portage,Marlborough,New Zealand,nz,-41.1983702,174.0354037
2656,,Central Province,Solomon Islands,sb,-8.9833335,159.75
2657,Bignasco,Ticino,Switzerland,ch,46.3397342,8.6085558
2658,Chindrieux,Auvergne-Rhône-Alpes,France,fr,45.8193027,5.8480382
2659,Hibiscus and Bays,Auckland,New Zealand,nz,-36.6466293,174.78357940060167
2660,Ishigaki,,Japan,jp,24.3439358,124.1861835
2661,Vale,Guernsey,Guernsey,gg,49.46229125,-2.5812022503294356
2662,Iberostar,Quintana Roo,Mexico,mx,20.3700361,-87.0210749
2663,Bicheno,Tasmania,Australia,au,-41.8748974,148.3038105
2664,Tangkian,Central Sulawesi,Indonesia,id,-0.3434505,121.8796839
2665,,Johor,Malaysia,my,2.0228821,103.3114564
2666,Alcantarilha e Pêra,,Portugal,pt,37.14653405,-8.347000200982333
2667,Biscoitos,,Portugal,pt,38.7925431,-27.2580723
2668,Hürth,North Rhine-Westphalia,Germany,de,50.8807379,6.876568
2669,Hertuti,Moluccas,Indonesia,id,-7.5646475,129.7085444
2670,Marumara,Moluccas,Indonesia,id,-7.5686998,129.6974659
2671,Lama,Moluccas,Indonesia,id,-4.5793227,130.0398051
2672,Khok Kloi,Phang-nga Province,Thailand,th,8.2773863,98.3075394
2673,Lanvéoc,Brittany,France,fr,48.2866723,-4.4615166
2674,Datça,,Turkey,tr,36.7263403,27.6873855
2675,Joplin,Missouri,United States,us,37.0841838,-94.5133385
2676,Chabahar,Sistan and Baluchestan Province,Iran,ir,25.2935488,60.6469115
2677,Kalasey Dua,North Sulawesi,Indonesia,id,1.4431272,124.756435
2678,Leksand,,Sweden,se,60.716667,15.0
2679,Niquelândia,Goiás,Brazil,br,-14.4648655,-48.4572244
2680,Guía de Isora,,Spain,es,28.2101368,-16.7787271
2681,Palancar,Quintana Roo,Mexico,mx,20.355,-87.0238889
2682,Mahahual,Quintana Roo,Mexico,mx,18.7257298,-87.7072263
2683,Bolans,Antigua,Antigua and Barbuda,ag,17.0667222,-61.8768554
2684,Siquijor,Siquijor,Philippines,ph,9.2155864,123.5138212
2685,Morgan Village,Phang-nga Province,Thailand,th,9.4052814,97.8623304
2686,Fanif,Yap,Federated States of Micronesia,fm,9.64288385,138.01482289924954
2687,Teme,Western,Solomon Islands,sb,-8.1283542,157.1591265
2688,Ringgi,Western,Solomon Islands,sb,-8.1132614,157.1291716
2689,Kungwi,Pwani Region,Tanzania,tz,-7.8909657,39.8201072
2690,Chole,Pwani Region,Tanzania,tz,-7.3619681,38.6509797
2691,Juani,Pwani Region,Tanzania,tz,-7.99615075,39.78059394059041
2692,Purwa Kerthi,Bali,Indonesia,id,-8.3362519,115.6278909
2693,Nadur,Gozo Region,Malta,mt,36.0389956,14.2934514
2694,Most,,Czechia,cz,50.5032737,13.636112
2695,Bytów,Pomeranian Voivodeship,Poland,pl,54.1694592,17.4890263
2696,Northampton,England,United Kingdom,gb,52.23433665,-0.9028072768185829
2697,Stake Bay,,Cayman Islands,ky,19.7183409,-79.8239109
2698,Kulhudhuffushi,South Thiladhunmathi,Maldives,mv,6.6233167,73.06946631896413
2699,Orta San Giulio,Piedmont,Italy,it,45.7980814,8.406951
2700,Ambaro,Diana Region,Madagascar,mg,-13.324489,48.184836
2701,Arrecife,,Spain,es,28.9639681,-13.5499014
2702,Sudden Valley,Washington,United States,us,48.719941000000006,-122.34000339742269
2703,Porto Eucalipto,Paraná,Brazil,br,-22.7043678,-53.1482864
2704,Porto Maringá,Paraná,Brazil,br,-22.6688261,-53.0783029
2705,Porto Rico,Paraná,Brazil,br,-22.774742,-53.267731
2706,Jaibalito,Sololá,Guatemala,gt,14.7387277,-91.2194913
2707,Ińsko,West Pomeranian Voivodeship,Poland,pl,53.435721,15.548315
2708,Taketomi,,Japan,jp,24.322143,123.826987
2709,Ras Abu Soma,Red Sea,Egypt,eg,26.8541015,33.994442
2710,Lazi,Siquijor,Philippines,ph,9.1280148,123.6336584
2711,Centro de Visitantes,,Colombia,co,2.9664255,-78.1728798
2712,Mino,,Japan,jp,35.5442619,136.9075182
2713,Řídelov,,Czechia,cz,49.2344952,15.4068192
2714,Mate Asher Regional Council,North District,Israel,il,33.017354,35.17249757169539
2715,Alexânia,Goiás,Brazil,br,-16.0834049,-48.5077803
2716,Nishiizu,,Japan,jp,34.800667,138.794672
2717,Tateyama,,Japan,jp,34.9965304,139.8699838
2718,Kumejima,,Japan,jp,26.341139,126.78905289115315
2719,Guarapari,Espírito Santo,Brazil,br,-20.6718755,-40.4984617
2720,Acre,North District,Israel,il,32.9281731,35.0756378
2721,Haifa,Haifa District,Israel,il,32.8191218,34.9983856
2722,Hof HaCarmel Regional Council,Haifa District,Israel,il,32.62391045,34.98539687477991
2723,Stoke-on-Trent,England,United Kingdom,gb,53.0162014,-2.1812607
2724,,Waikato,New Zealand,nz,-37.77922725,175.2010323246593
2725,Shari,,Japan,jp,43.9124057,144.6720651
2726,Emek Hefer Regional Council,Center District,Israel,il,32.36144185,34.9340828417327
2727,Hadera,Haifa District,Israel,il,32.43699,34.9198258
2728,Victoria,,Seychelles,sc,-4.6232085,55.452359
2729,Ie,,Japan,jp,26.721715,127.786429
2730,Nanao,,Japan,jp,37.0521078,136.946461
2731,Namerikawa,,Japan,jp,36.7643429,137.3413791
2732,Nishinoomote,,Japan,jp,30.7325356,130.9970786
2733,Shizuoka,,Japan,jp,34.9332488,138.0955398
2734,Seiyo,,Japan,jp,33.3625533,132.5109394
2735,Owase,,Japan,jp,34.0707815,136.1911394
2736,Tanabe,,Japan,jp,33.7278991,135.3777917
2737,,Karnataka,India,in,14.5203896,75.7223521
2738,Itoigawa,,Japan,jp,37.0435809,137.8620028
2739,Iwakuni,,Japan,jp,34.1664995,132.2191163
2740,Serdivan,,Turkey,tr,40.7603347,30.3629644
2741,Waiqanake,Central,Fiji,fj,-18.1338077,178.3689569
2742,Rausu,,Japan,jp,44.0759225,145.1222288
2743,Chitose,,Japan,jp,42.8209335,141.6509612
2744,Hokuto,,Japan,jp,41.8240228,140.6529686
2745,Sendai,,Japan,jp,38.2677554,140.8691498
2746,Sasebo,,Japan,jp,33.1799965,129.7152872
2747,Iki,,Japan,jp,33.7500515,129.6913078
2748,Fukuoka,,Japan,jp,33.6251241,130.6180016
2749,Muaivuso,Central,Fiji,fj,-18.1405127,178.3600649
2750,Toshima,,Japan,jp,35.736156,139.714222
2751,Balâ,,Turkey,tr,39.553364,33.1237528
2752,Kaman,,Turkey,tr,41.682663,32.34985
2753,Erdemli,,Turkey,tr,36.6057089,34.3102872
2754,Hovsta,,Sweden,se,59.3466769,15.2321365
2755,Mårdshyttan,,Sweden,se,59.6581113,15.0739319
2756,Tuna-Hästberg,,Sweden,se,60.3358322,15.1818668
2757,Gürün,,Turkey,tr,38.7211857,37.2703202
2758,Zara,,Turkey,tr,39.8972011,37.759073
2759,Leema,,Oman,om,25.9426327,56.4226837
2760,Sant Andreu de Llavaneres,,Spain,es,41.5739524,2.4828158
2761,Bat Yam,Tel Aviv District,Israel,il,32.0154565,34.7505283
2762,,,Jamaica,jm,18.1850507,-77.3947693
2763,Terre-de-Bas,Guadeloupe,France,fr,15.8462812,-61.6328502
2764,Lerici,Liguria,Italy,it,44.0736073,9.9099135
2765,,South Australia,Australia,au,-30.5343665,135.6301212
2766,Ilhabela,São Paulo,Brazil,br,-23.816628,-45.368685
2767,Lido,Sabah,Malaysia,my,5.9358749,116.0673379
2768,Lagadha,Aegean,Greece,gr,36.9064617,25.9979602
2769,Lungsoddaan,Southern Leyte,Philippines,ph,10.048872,125.0257717
2770,Merzig,Saarland,Germany,de,49.4427023,6.6374902
2771,Moliniere,,Grenada,gd,12.0850484,-61.7586618
2772,Happy Hill,,Grenada,gd,12.0916225,-61.7533519
2773,Olongapo,,Philippines,ph,14.8314675,120.2835205
2774,Cruz,Ceará,Brazil,br,-2.918128,-40.175981
2775,Zanzibar City,Zanzibar Urban/West,Tanzania,tz,-6.1664908,39.2074312
2776,Fumba Uptown Living,Zanzibar Urban/West,Tanzania,tz,-6.3070194,39.2682567
2777,San Agustin,Romblon,Philippines,ph,12.7896509,122.0511699
2778,Romblon,Romblon,Philippines,ph,12.5774153,122.2690875
2779,,Sorsogon,Philippines,ph,12.833333,123.916667
2780,Monreal,Masbate,Philippines,ph,12.6441423,123.6637788
2781,Appatanah,South Sulawesi,Indonesia,id,-6.4900325,120.4827838
2782,Kizimkazi Dimbani,Zanzibar South & Central,Tanzania,tz,-6.4329901,39.4622678
2783,Mtende,Zanzibar South & Central,Tanzania,tz,-6.4547045,39.5276036
2784,Kizimkazi Mkunguni,Zanzibar South & Central,Tanzania,tz,-6.450169,39.4710186
2785,Lhee,Drenthe,Netherlands,nl,52.8255802,6.3939776
2786,Mġarr,Gozo Region,Malta,mt,36.0245447,14.2964033
2787,,Isle of Youth,Cuba,cu,21.9841355,-82.41193055173278
2788,Nungwi,Zanzibar North,Tanzania,tz,-5.7272268,39.2992016
2789,Sankt Lorenz,,Austria,at,47.8228118,13.3561241
2790,Kalasey,North Sulawesi,Indonesia,id,1.4547535,124.767078
2791,Lipah,Bali,Indonesia,id,-8.3503628,115.6814883
2792,Rockport,Massachusetts,United States,us,42.6556507,-70.6203216
2793,,Paraná,Brazil,br,-24.4842187,-51.8148872
2794,Matevulu,Sanma,Vanuatu,vu,-15.3843898,167.1839959
2795,es Castell,Balearic Islands,Spain,es,39.879862,4.2904574
2796,Second Bight,Bay Islands,Honduras,hn,16.3658776,-86.4142927
2797,Walenstadt,St. Gallen,Switzerland,ch,47.1229016,9.3140113
2798,Luganville,Sanma,Vanuatu,vu,-15.5121107,167.1784414
2799,,Sanma,Vanuatu,vu,-15.158134,166.93938648535234
2800,Las Ventanas,Quintana Roo,Mexico,mx,20.4086111,-87.0163889
2801,Grand Anse,,Grenada,gd,12.0240306,-61.7570692
2802,Pandanan,West Nusa Tenggara,Indonesia,id,-8.421357,116.0543123
2803,Kilómetro Ocho y Medio,Quintana Roo,Mexico,mx,20.4469444,-86.9902778
2804,Casa Birdie,Quintana Roo,Mexico,mx,20.3969444,-87.0183333
2805,Tanjung Pude,Central Sulawesi,Indonesia,id,-0.4020363,121.8814636
2806,Skruv,,Sweden,se,56.6767988,15.3656904
2807,Tangka'an,Southern Leyte,Philippines,ph,10.0086049,125.0265359
2808,Macrohon,Southern Leyte,Philippines,ph,10.0766352,124.9401658
2809,Asuncion,Southern Leyte,Philippines,ph,10.1355815,124.8564225
2810,Mambajao,Camiguin,Philippines,ph,9.2456944,124.7269435
2811,Ban Sala Dan,Krabi Province,Thailand,th,7.6492953,99.0378922
2812,,Fujairah Emirate,United Arab Emirates,ae,25.336728100000002,56.172704258882646
2813,Brevik,,Sweden,se,59.213614,18.3858743
2814,Ashdod,South District,Israel,il,31.7977314,34.6529922
2815,Kate Subdivision,Belize District,Belize,bz,18.0057941,-87.9127697
2816,Arenys de Mar,,Spain,es,41.5797031,2.5491562
2817,Chaguaramas,Diego Martin,Trinidad and Tobago,tt,10.68279,-61.6392368
2818,Noicattaro,Apulia,Italy,it,41.0322873,16.9877123
2819,Waitii Barat,Southeast Sulawesi,Indonesia,id,-5.7400727,123.904698
2820,,Southeast Sulawesi,Indonesia,id,-3.5491199,121.7279646
2821,Mashhad,Razavi Khorasan,Iran,ir,36.2974945,59.6059232
2822,Pamandzi,Mayotte,France,fr,-12.7983446,45.2746515
2823,Edegem,Antwerp,Belgium,be,51.1548066,4.4458312
2824,Poroszló,,Hungary,hu,47.6435536,20.6560717
2825,Minaesa,North Sulawesi,Indonesia,id,1.6269159,124.8865772
2826,Serey,North Sulawesi,Indonesia,id,1.728945,125.0138027
2827,Bauan,Batangas,Philippines,ph,13.7903944,121.0073471
2828,Portsall,Brittany,France,fr,48.5578103,-4.6983211
2829,Trezien,Brittany,France,fr,48.4245305,-4.7735985
2830,Le Cleguer,,France,fr,48.6319226,-4.4282106
2831,Argenton,Brittany,France,fr,48.5254921,-4.7564159
2832,Cabo Frio,Rio de Janeiro,Brazil,br,-22.8804369,-42.0189227
2833,Usseaux,Piedmont,Italy,it,45.048941,7.028508
2834,Pointe Michel,Saint Luke Parish,Dominica,dm,15.2604939,-61.376678
2835,Cali,Valle del Cauca,Colombia,co,3.4519238,-76.5328732
2836,Icoana,,Romania,ro,44.4150447,24.7136101
2837,Falaștoaca,,Romania,ro,44.2002681,26.1827754
2838,Budești,,Romania,ro,45.0648653,24.3874477
2839,Bistarac Gornji,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,ba,44.5261876,18.5475775
2840,Plane,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,ba,44.5312703,18.5862907
2841,Morne Rouge,,Grenada,gd,12.020477,-61.7706878
2842,Calliste,,Grenada,gd,12.0091847,-61.7772089
2843,Brizan,,Grenada,gd,12.1036566,-61.7515957
2844,Lance Aux Epines,,Grenada,gd,11.9960987,-61.7571328
2845,St. George's,,Grenada,gd,12.0535331,-61.751805
2846,True Blue,,Grenada,gd,12.0013683,-61.7671994
2847,Grand Mal,,Grenada,gd,12.0798095,-61.7554088
2848,Cherry Hill,,Grenada,gd,12.0635804,-61.7560569
2849,Annenheim,Carinthia,Austria,at,46.6599356,13.9007214
2850,Bodíky,Region of Trnava,Slovakia,sk,47.9259092,17.4576976
2851,Old Isaacs,,Cayman Islands,ky,19.3026715,-81.167914
2852,Ruul,Yap,Federated States of Micronesia,fm,9.3812918,138.16770510019046
2853,Gilmaan,Yap,Federated States of Micronesia,fm,9.33631665,138.00418171122197
2854,Kanifaay,Yap,Federated States of Micronesia,fm,9.4901775,137.95598722878492
2855,Grand-Bourg,Guadeloupe,France,fr,15.8836417,-61.3146797
2856,,Southwest Papua,Indonesia,id,-1.09856,131.3525336
2857,Lord Howe Island,New South Wales,Australia,au,-31.5233816,159.0636715
2858,,Khaet Preah Sihanouk,Cambodia,kh,10.50614075,103.26205644863938
2859,Daan-Lungsod,Cebu,Philippines,ph,9.6775301,123.5018268
2860,,Colima,Mexico,mx,19.166667,-104.0
2861,Olesno,Opole Voivodeship,Poland,pl,50.8766575,18.4219452
2862,Vengurla,Maharashtra,India,in,15.83283525,73.69348144269298
2863,Incline Village-Crystal Bay,Nevada,United States,us,39.23338265,-119.95231588223697
2864,Saint-Hernot,Brittany,France,fr,48.2037144,-4.5298957
2865,Arenys de Mar,Catalonia,Spain,es,41.4675605,2.2482643
2866,Prainha,,Cape Verde,cv,14.9047303,-23.5126049302171
2867,Naxxar,Northern Region,Malta,mt,35.9133396,14.4432851
2868,High Rock Estates,,Cayman Islands,ky,19.2974274,-81.1443457
2869,Qala,Gozo Region,Malta,mt,36.036291,14.3103502
2870,Alcoy,Cebu,Philippines,ph,9.7087266,123.5073652
2871,Atabay,Cebu,Philippines,ph,9.6981877,123.5048935
2872,,Neuquén Province,Argentina,ar,-38.3695057,-69.832275
2873,Ban Bang Chak,Chumphon Province,Thailand,th,10.770357,99.4002349
2874,San Jorge La Laguna,Sololá,Guatemala,gt,14.7526226,-91.1724871
2875,Bloomfield,Arkansas,United States,us,36.2761909,-94.5382735
2876,Batununggal,Bali,Indonesia,id,-8.6869102,115.56772020593539
2877,Gemeinde Wiener Neudorf,Lower Austria,Austria,at,48.0885947,16.318448723546133
2878,La Guayra,Colón,Panama,pa,9.624857,-79.561278
2879,Isla Grande,Colón,Panama,pa,9.634627850000001,-79.56255623430417
2880,Kalotaritissa,Aegean,Greece,gr,37.123877,25.8167345
2881,Mavri Myti,Aegean,Greece,gr,36.8034038,25.7772808
2882,Quinto,Ticino,Switzerland,ch,46.5109139,8.711538
2883,Xylokeratidi,Aegean,Greece,gr,36.8315959,25.8644372
2884,Le Mans,Pays de la Loire,France,fr,48.0073849,0.1967849
2885,Campo Magro,Paraná,Brazil,br,-25.3691533,-49.4496921
2886,Muli,Mulaku Atoll,Maldives,mv,2.919296,73.5809790410809
2887,Larena,Siquijor,Philippines,ph,9.2488946,123.5910019
2888,Enrique Villanueva,Siquijor,Philippines,ph,9.2762125,123.6471289
2889,Maria,Siquijor,Philippines,ph,9.1962369,123.6551893
2890,Xàbia / Jávea,Valencian Community,Spain,es,38.7893909,0.1633256
2891,Kin,,Japan,jp,26.466732,127.906464
2892,Las Terrenas,Samaná,Dominican Republic,do,19.3110142,-69.543067
2893,Desa Pemenang Barat,West Nusa Tenggara,Indonesia,id,-8.43247065,116.08857555644151
2894,Dzamandzar,Diana Region,Madagascar,mg,-13.3516121,48.1943884
2895,Atami,,Japan,jp,35.08992,139.059891
2896,Weymouth,England,United Kingdom,gb,50.6096257,-2.4543424
2897,Chickerell,England,United Kingdom,gb,50.62860905,-2.502966042167414
2898,Calès,Occitania,France,fr,44.810522,1.5382213
2899,Cénevières,Occitania,France,fr,44.4629835,1.7476131
2900,Yenwaupnoor,Southwest Papua,Indonesia,id,-0.528375,130.6028478
2901,Pinezići,,Croatia,hr,44.9655487,13.9376
2902,Holtzheim,Grand Est,France,fr,48.5595788,7.6431803
2903,Polignano a Mare,Apulia,Italy,it,40.9961185,17.2195857
2904,,Rayong Province,Thailand,th,12.7943716,101.3705344
2905,Municipal Unit of Pythagoreio,Aegean,Greece,gr,37.705381149999994,26.88336346531717
2906,Pedernales,,Dominican Republic,do,17.8589278,-71.2916952
2907,Aci Catena,Sicily,Italy,it,37.60257,15.1419604
2908,Porto Venere,Liguria,Italy,it,44.0506605,9.8344585
2909,,Federal Dependencies,Venezuela,ve,11.859254100000001,-66.7707980671899
2910,Badalona,Catalonia,Spain,es,41.4489777,2.2441951
2911,Mayat,,Oman,om,26.0857287,56.3807177
2912,Kungshamn,,Sweden,se,58.3608171,11.2511421
2913,Dahit,,Oman,om,26.3099538,56.4506109
2914,Riboque Santana,,São Tomé and Príncipe,st,0.2509415,6.7401819
2915,Porvoo,,Finland,fi,60.3953913,25.6604862
2916,Asan Municipality,Guam,United States,us,13.4721533,144.7165731
2917,Maina,Guam,United States,us,13.4673973,144.73625731203856
2918,Dededo Municipality,Guam,United States,us,13.5100126,144.8365717
2919,Hågat Municipality,Guam,United States,us,13.384761,144.6580714
2920,Umatac,Guam,United States,us,13.2930215,144.66113017042
2921,Merizo,Guam,United States,us,13.2682975,144.67261061640772
2922,Yigo Municipality,Guam,United States,us,13.5379424,144.8984955
2923,,Santa Catarina,Brazil,br,-27.0628367,-51.114965
2924,Rio Pardo,Rio Grande do Sul,Brazil,br,-29.9820554,-52.3702447
2925,Caçapava do Sul,Rio Grande do Sul,Brazil,br,-30.5113286,-53.4916761
2926,Bemmel,Gelderland,Netherlands,nl,51.8915382,5.8984809
2927,Wa`ab `Abdah,,Oman,om,25.7801324,56.2137322
2928,Neiafu,Vavaʻu,Tonga,to,-18.6515538,-173.9833124
2929,Sant Adrià de Besòs,Catalonia,Spain,es,41.4316983,2.2151003
2930,l'Escala,Catalonia,Spain,es,41.3633282,2.1408174
2931,Lake Havasu City,Arizona,United States,us,34.4775296,-114.3379972
2932,Kammerl,,Austria,at,47.9377776,13.5958425
2933,Al’Aq,,Oman,om,25.9622167,56.3985618
2934,Cartagena,Bolívar,Colombia,co,10.4266746,-75.5443419
2935,Pointe-des-Cascades,Quebec,Canada,ca,45.3300608,-73.9695429
2936,Caldes d'Estrac,Catalonia,Spain,es,41.5719788,2.5277607
2937,Nanzihu,,Taiwan,tw,22.67486,121.507931
2938,Bilokorovychi,Zhytomyr Oblast,Ukraine,ua,51.106682,28.01548
2939,Rozpłucie Pierwsze,Lublin Voivodeship,Poland,pl,51.39,23.0447223
2940,Isola delle Femmine,Sicily,Italy,it,38.198295,13.2473444
2941,Villa de Mazo,,Spain,es,28.5773058,-17.799698538625798
2942,Lloret de Mar,Catalonia,Spain,es,41.6973503,2.8392392
2943,Oberhofen am Thunersee,Bern,Switzerland,ch,46.7313738,7.6687101
2944,Costinești,,Romania,ro,43.94877,28.6310206
2945,Enkhuizen,North Holland,Netherlands,nl,52.7577195,5.320694090370347
2946,Haría,,Spain,es,29.1458859,-13.5001038
2947,Børsa,,Norway,no,63.3247682,10.0662385
2948,Feutersoey,Bern,Switzerland,ch,46.4168104,7.2700786
2949,Premuda,,Croatia,hr,44.32950205,14.625149656101048
2950,Plouha,Brittany,France,fr,48.6755038,-2.928296
2951,Skogn,,Norway,no,63.7038577,11.1923998
2952,Vigtil,,Norway,no,63.6237322,10.7585834
2953,Logtun,,Norway,no,63.567098,10.703646
2954,Vangshylla,,Norway,no,63.840275,11.0932825
2955,Potsdam,Brandenburg,Germany,de,52.4009309,13.0591397
2956,Östernäs,,Sweden,se,59.2484909,18.6042817
2957,Moroeni,,Romania,ro,45.2143769,25.4370789
2958,Wallibou,,Saint Vincent and the Grenadines,vc,13.3106573,-61.2321481
2959,Manazuru,,Japan,jp,35.160373,139.13462
2960,Ramatuelle,Provence-Alpes-Côte d'Azur,France,fr,43.215142,6.6128041
2961,Capo Ferro,Sardinia,Italy,it,41.1514101,9.5178647
2962,Giewartów,Greater Poland Voivodeship,Poland,pl,52.3746376,17.9501145
2963,Viggja,,Norway,no,63.3449274,9.9905946
2964,Feldbach,Styria,Austria,at,46.9525777,15.8887826
2965,Zernez,Grisons,Switzerland,ch,46.6979839,10.0943311
2966,Levanger,,Norway,no,63.696451800000006,11.223880440465752
2967,Coulls Hill,,Saint Vincent and the Grenadines,vc,13.2708071,-61.2582694
2968,,,Saint Vincent and the Grenadines,vc,12.90447,-61.2765569
2969,Barrouallie,,Saint Vincent and the Grenadines,vc,13.2372216,-61.272345
2970,El Catey,Samaná,Dominican Republic,do,19.2554415,-69.7106096
2971,Fairlie,Scotland,United Kingdom,gb,55.7536302,-4.8547073
2972,Portstewart,Northern Ireland,United Kingdom,gb,55.1829096,-6.7187008
2973,Skala Potamias,Macedonia and Thrace,Greece,gr,40.707289,24.7608984
2974,Pīraʻe,French Polynesia,France,fr,-17.5369458,-149.542049
2975,Baja Sardinia,Sardinia,Italy,it,41.1370937,9.478708
2976,Isenthal,Uri,Switzerland,ch,46.9102462,8.562013
2977,Sainte-Marie-du-Lac-Nuisement,Grand Est,France,fr,48.6056861,4.7761292
2978,Sainte-Rose,Réunion,France,fr,-21.1277445,55.7922999
2979,,Wisconsin,United States,us,44.4308975,-89.6884637
2980,,Volyn Oblast,Ukraine,ua,51.5451167,24.6627893
2981,Hommes,Centre-Val de Loire,France,fr,47.426015,0.2958078
2982,,Kherson Oblast,Ukraine,ua,46.5421715,33.4079326
2983,Toulon,Provence-Alpes-Côte d'Azur,France,fr,43.1257311,5.9304919
2984,Menton,Provence-Alpes-Côte d'Azur,France,fr,43.7753495,7.5029213
2985,Salbertrand,Piedmont,Italy,it,45.07204,6.883205
2986,Chateaubelair,,Saint Vincent and the Grenadines,vc,13.2896437,-61.2413945
2987,Ventimiglia,Liguria,Italy,it,43.7917623,7.6033131
2988,Minamiizu,,Japan,jp,34.643311,138.858719
2989,,Sverdlovsk Oblast,Russia,ru,58.6414755,61.8021546
2990,Batangas City,Batangas,Philippines,ph,13.7558718,121.0584755
2991,Lébény,,Hungary,hu,47.7354942,17.3906258
2992,Burgdorf,Lower Saxony,Germany,de,52.4438008,10.0078364
2993,Medina,Medina Province,Saudi Arabia,sa,24.471153,39.6111216
2994,Tuineje,,Spain,es,28.3256078,-14.0460201
2995,Cap den Font,Balearic Islands,Spain,es,39.8295264,4.2078722
2996,Espoo,,Finland,fi,60.2047672,24.6568435
2997,Rio Marina,Tuscany,Italy,it,42.81342,10.426219
2998,Urrugne,Nouvelle-Aquitaine,France,fr,43.3624715,-1.7003017
2999,Paranaguá,Paraná,Brazil,br,-25.5148822,-48.5226695
3000,Skälåker,,Sweden,se,59.0963956,18.3203227
3001,Цяцеркаўскі сельскі Савет,Vitsebsk Region,Belarus,by,55.53942605,27.26753190263765
3002,Moscow,Moscow,Russia,ru,55.7505412,37.6174782
3003,Deià,Balearic Islands,Spain,es,39.7477362,2.6483432
3004,Ćunski,,Croatia,hr,44.5892011,14.4098223
3005,Saint-Lunaire,Brittany,France,fr,48.6354993,-2.1090269
3006,Chenggong,,Taiwan,tw,23.1053075,121.3804397
3007,Calp,Valencian Community,Spain,es,38.6443252,0.046012
3008,Västanvik,,Sweden,se,60.7314451,14.9442143
3009,Μαραθιάς,"Peloponnese, Western Greece and the Ionian",Greece,gr,37.6706225,20.8482448
3010,Lackenhäuser,Bavaria,Germany,de,48.7408767,13.8087867
3011,Salpakangas,,Finland,fi,60.9881967,25.5142278
3012,,Brittany,France,fr,48.2640845,-2.9202408
3013,,,Iceland,is,64.9841821,-18.1059013
3014,Sevrier,Auvergne-Rhône-Alpes,France,fr,45.8641144,6.1404951
3015,Makna,Tabuk Province,Saudi Arabia,sa,28.4024205,34.7447455
3016,Quantico,Virginia,United States,us,38.5218802,-77.2911023
3017,Cala Moresca,Tuscany,Italy,it,42.4212914,11.0938262
3018,Teulada,Valencian Community,Spain,es,38.7286834,0.1044885
3019,el Poble Nou de Benitatxell / Benitachell,Valencian Community,Spain,es,38.7324708,0.1438299
3020,Aywaille,Liège,Belgium,be,50.4758998,5.6763249
3021,Keri,"Peloponnese, Western Greece and the Ionian",Greece,gr,37.661028,20.8162678
3022,Crantock,England,United Kingdom,gb,50.4015499,-5.103669778753412
3023,Ry,Central Denmark Region,Denmark,dk,56.0883559,9.7718753
3024,Minamiise,,Japan,jp,34.3670821,136.7126046
3025,Miura,,Japan,jp,35.1550499,139.6406823
3026,Fujisawa,,Japan,jp,35.364842,139.465077
3027,Toroni Municipal Unit,Macedonia and Thrace,Greece,gr,40.0471791,23.93953935709248
3028,Iznik,,Turkey,tr,40.4303445,29.7223732
3029,Pájara,,Spain,es,28.3497867,-14.1080857
3030,Florianópolis,Santa Catarina,Brazil,br,-27.5973002,-48.5496098
3031,El Quseir,Red Sea,Egypt,eg,26.104836,34.279764
3032,Al Hamrawayn,Red Sea,Egypt,eg,26.2641871,34.1983046
3033,Stromberg,Rhineland-Palatinate,Germany,de,49.9447973,7.7763627
3034,Becket,Massachusetts,United States,us,42.3323727,-73.0837627
3035,Saint-Jean-de-Luz,Nouvelle-Aquitaine,France,fr,43.3870763,-1.6635695
3036,Alyki,Aegean,Greece,gr,36.9982387,25.1374555
3037,Iratzea,,France,fr,43.4035671,-1.641531
3038,Noto,,Japan,jp,37.3294213,137.1083671
3039,East Lulworth,England,United Kingdom,gb,50.6381161,-2.2013105
3040,Desa Bontoborusu,South Sulawesi,Indonesia,id,-6.1881908,120.4156418
3041,Kuşadası,,Turkey,tr,37.8632398,27.266873
3042,Pasym,Warmian-Masurian Voivodeship,Poland,pl,53.6521615,20.7917422
3043,Os Resíos,Galicia,Spain,es,43.2862556,-8.7948969
3044,Бароўскі сельскі Савет,Vitsebsk Region,Belarus,by,54.9617715,28.81298683098693
3045,Narvik,,Norway,no,68.28988385,17.086538711321808
3046,Tremosine sul Garda,Lombardy,Italy,it,45.7710786,10.7607733
